label,event,target_text,response_text
neutral,Iran_Deal,"CNN anchor @jaketapper responds to critics who say some of his reporting has been biased and editorialized: ""I am absolutely biased against lies [and against] when people say things that are indecent."" https://t.co/f8u2wc159S https://t.co/3gB7LXw8wd",@TheView @jaketapper MEGHAN if CNN has a bias why do they have Trumpers on 24hrs a day trying 2 protect Trumps lies! If CNN is bias then WTF is FOX? Dam she reminds me of a spoiled arrogant entitled snob that things she's right ALL THE TIME &amp; her words are all that matters &amp; @TheView caters 2 her! 💯 https://t.co/MfDvzxKy3r
oppose,General_Terms,"Analysis: As President Trump meets Putin, will we finally see ""the art of the deal""? https://t.co/DsfDrfrOpm","@NBCNews Stop it nbc! You know perfectly well Trump is a Russian Asset. There is no good deal to be made. Furthermore, Trump cannot make deals. He is so incompetent he can only give away bits of America in exchange for a day’s PR every now and then."
concur,General_Terms,6 hours later and jaime is still crying over mamma mia,i wish she was lying https://t.co/F3lrslPxOy
neutral,General_Terms,"Sacha Baron Cohen's character said he used a mobility scooter ""to conserve his energy,"" Showtime pointed out. https://t.co/Odx1oEWBWV",@HuffPost You mean a hyper-religious conservative is lying? And it’s provable? Color me shocked
oppose,General_Terms,"He knew even then the corruption that existed. 

#jfk #QAnon #trump https://t.co/6JCCC8FINI","@oymuk_politics Perhaps he did.
But the quote is a fake."
neutral,General_Terms,"oh look, it's me and naraku https://t.co/FKsdM83Yhi",@mooncairnphos WHAT IS WRONG WITH YOU
concur,Santa_Fe_Shooting,,"You've got to be f-ing kidding! This guy is what's wrong with this country!
#NeverAgain https://t.co/tGeRT7aIWX"
oppose,General_Terms,"#FBPE IMPORTANT POST, this screenshot from #DurhamMinersGala needs to be shared widely with Labour MPs and Corbyn fans.
Just imagine if Corbyn has shown Leadership for 2 years and opposed Brexit. 
Just imagine if Labour MPs and Corbyn fans had shown passion as in #TrumpProtest https://t.co/yKpThyOInw","#FBPE lot still at it. Deliberately misrepresenting Corbyn on Brexit, ignoring the reality of numbers in Commons. Still playing fantasy politics. Showing true colours in attacking Labour rather than Tories. Self indulgent virtue signalling clowns https://t.co/sIUkXujsmE"
oppose,Santa_Fe_Shooting,,@marcorubio How dare you say such lies regarding the deaths of our Texan children!!! The  nation saw you turned your back on the kids in Florida. Your words are hollow and unfounded. You are an #NRA puppet!! STFU @marcorubio
neutral,Iran_Deal,"NPR: Do the president's inaccurate statements ... from the number of people he believes voted illegally, to the size of the inauguration crowd, or to the payments to the lawyer regarding Stormy Daniels — make your job harder?
Kelly: ""You know, I'm not so sure they're inaccurate.""",#JohnKelly #johnbolton #pompeo dont care if he lies they want their war and #trump is their tool. They are gonna rush their avenda through before the midterm election! #resist #irandeal #iran #theresistance https://t.co/ew9we0wtXQ
concur,Student_Marches,"Somebody just told me there is no such thing as a country that successfully mixes socialism &amp; democracy. Any such place leads to totalitarianism. 

Dear Sweden, Denmark, Norway &amp; Finland. I’m so surprised to hear you’re under totalitarian rule &amp; unfriendly. Hahahaha. 

Not
True",@goingglocal People who fear Socialism are sadly misinformed. Socialist countries top the list on quality of life and standard of living. Propaganda has maligned socialism.
oppose,General_Terms,"#PENNSYLVANIA.. COMMUNISM HAS HIT YOUR SCHOOLS

I’ve been waiting for this &amp; didn’t have to wait long! #PA schools set to assume role of parent in gender identification under guise of “safety.”

Philadelphia committed to formally lying to parents. 👇READ! https://t.co/uJVVhpQfee","Grrrrrrrrrrrrrrrr!!!!! There is NO gender theory!  #MAGATrumpStyle  #NoToDemocratMedia

#MAGA #KAG
#FakeNews #WalkAway 
#Trump #QAnon #BuildTheWall
#VoteRed2018 https://t.co/EOZp5nngNd"
oppose,General_Terms,"#bb20 I can’t stand #BBBrett for the lie he told on #BBROCKSTAR.  I understand it’s a game and you may tell a lie to win, but don’t tell a lie on someone else, when it’s going to hurt them.  Lie on yourself. #asshole #liar","@vernskilove It’s a lie that covered the flip and advanced his game at the expense of his arch nemesis.  In order to win $500K, you have to play the game. Rockstar naive to think otherwise. #BB20"
concur,Student_Marches,"""Anti-gun advocates always say they don’t want to take our guns, yet they’re writing editorials about repealing the Second Amendment""-@DLoesch
#NRA #SupportThe2nd #JoinTheNRA 
https://t.co/rt9yaMllwG","@Jasmine8137488 
Because LIBERALS lie !! HELLO !
#ARIELSARMY https://t.co/7DXHYqdeqC"
oppose,Santa_Fe_Shooting,Texas lt. gov. blames abortion for school shooting in his state https://t.co/kMTYu41IWG,"What is wrong with this guy???
The two have 0 to do with each other. Yet again I call this desperation. He is pulling this out of his butt. He knows he is to blame(along w so many others) and busted. https://t.co/1H9T4JE4yo"
oppose,Iran_Deal,Jews Ecstatic as Puppet Trump follows Israel’s Lies on Iran https://t.co/tnP1nuEVje https://t.co/SbNXZ1jQeY,The New Observer (@NewObOnline) FAKE NEWS!!!!! https://t.co/2VZOzWQxdg
oppose,Student_Marches,"How much is another human being's life worth to you, @RoyBlunt?  @realDonaldTrump? @NRA? This is a moral issue. #VoteThemOut https://t.co/KGQLis7yIn https://t.co/a8Drk5FlHS","@MoveOn @RoyBlunt @realDonaldTrump @NRA Fake News, arrest George Soros now."
concur,Student_Marches,"There is something about Marco Rubio that people just seem to hate, @mattklewis writes https://t.co/ZeVxH1hzya",@thedailybeast @mattklewis He's a first class dick and he's also a liar he said he would run for Senate and you did and he's in the NRA as pocket so screw Mark Rubio a hole
oppose,Santa_Fe_Shooting,"“It’s with a very heavy heart, that I can confirm as of this time, there have been 10 lives that have been lost and another 10 that have been wounded”  - Texas Gov. Greg Abbott https://t.co/vhJrfmvPoi","@nbcsandiego With a heavy heart??? Such BS! Trump supporter, NRA supporter, open carry state... what do you expect?? You were the one that called for more guns to be purchased so Texas would be #1 @GregAbbott_TX hypocrite!! My prayers are with you ( I hope that helps)"
Queries,General_Terms,"HRW says both sides to blame in the violence against residents of Cameroon’s Anglophone region.  #SouthernCameroons  

Our report on #AJNewsGrid 

https://t.co/3NGbds5rto","@LeahHardingAJE @LeahHardingAJE to get the real opinions, can you make a pool with three options to know who is to be blamed let #Cameroonians choose from the options
Who to blame?
1. Cameroon military 
2. separatists 
3. Both sides.
It's easier because evidence on grown shows #hrw is inaccurate"
oppose,Student_Marches,.@RepKevinBrady: Here's why the president's policies are right: he has the economy going in a major way. People are seeing more in their paycheck… This tax reform is built to grow America.,"Really? Show me.  I call bullshit.  Were you at the #MarchForOurLives today, Ms. Romney? Nothing meaningful to say? No support for the nextgen of voters? Shame on everyone in the @GOP bubble.  @realDonaldTrump @SpeakerRyan https://t.co/ezf3irsH5Z"
neutral,General_Terms,"NEW INDICTMENT
-12 Russian GRU officials
-Used Bitcoin to pay for servers etc
-targeted DCCC, DNC, and HRC
-Release… https://t.co/7t6AMld0SI","Dear @HillaryClinton, 

All these men that colluded against you. They kept yelling you weren't popular, qualified, or respected. But they knew they were lying.

And so they committed Treason so you don't prove them wrong.

Never doubt you're the POTUS We elected. #StillWithHer https://t.co/xk0jYB4Rjb"
concur,Santa_Fe_Shooting,,@MarcHilberer Bullshit. Australia hasn't had a school shooting in that period. Wanker!
concur,Santa_Fe_Shooting,"With an AR-15. In the same state where the NRA held its annual convention literally two weeks ago.
https://t.co/zQ3rndI4ar","AR-15- there is no reason for &amp; no excuse to own this modified weapon of war. Now more parents will be burying their children, &amp; more children will be traumatized by this horrific shooting. #HowManyMore https://t.co/X0sJ7TMeB3"
concur,General_Terms,"Sixteen of the 23 players on France’s team come from families that recently immigrated to the country, most of them from Africa. Seven players are Muslim. A testament to how immigrants enrich a country’s culture.","@SabrinaSiddiqui Europe has always been the epitome of multiculturalism. There is no 1 European culture, no 1 European identity. Immigration only adds to our quality, the way it always has been. Bravo France 🇫🇷"
concur,General_Terms,I’d be a billionaire if I wasn’t spending so much on data 😩,@misage Na lie
neutral,General_Terms,"Rats were so loud calling out Jongdae but when it comes to their faves, they stay mute and clean up the searches lol https://t.co/vORyvF7Uog","@IBaekAguas Kunta kinte in Korean means big mouth ""if I'm not mistaken"" as in their broadcast EXO-cbx they put some lipstick on their mouth that's why chen said kunta kinte"
neutral,Santa_Fe_Shooting,Guilty of what? @MSNBC's @HardballChris says NRA is 'Immune to justice' for GOTV and hiring Oliver North #TTT https://t.co/QK13oYS6Sm,.@HardballChris loves his false narrative &amp; lies through his nose https://t.co/AsgWeCObPP
neutral,Santa_Fe_Shooting,LIVE: NBC News Special Report: President Trump speaks after Texas school mass shooting. https://t.co/qcoNIk9cRr https://t.co/EWUdors2Rd,@hardball This is bullshit! Stop taking money from the NRA!
oppose,Santa_Fe_Shooting,"""President Trump is the leader of the United States. He is also a liar. This has been well-documented. Lying was a big part of his business strategy ... Now, as commander in chief, he misleads the public constantly"": @brianstelter discusses the media calling a lie a lie https://t.co/KEgbPLywx8",@ReliableSources @brianstelter You admittedly invite guests onto your show and give them free reign to lie... https://t.co/nwatkpZHVJ
oppose,Santa_Fe_Shooting,"It’s a sad day indeed. School shooting for the 22nd time this year. Scandal in Washington D.C. and it turns out all of the major cellphone providers have been giving away our real-time location data for anyone to see. Yeah, that last part got hidden by the noise.",Not quite accurate https://t.co/mcSjSplLCw https://t.co/r7Labw5eeM
oppose,Iran_Deal,An historic day for Israel and the Jewish people. A deadly threat has been lifted. I am deeply grateful to Pres. Trump and his team for their clarity and courage in nixing the dangerous Iran nuclear deal. The Middle East and the world will be safer and better able to stop Iran.,"When Israel gives up its nukes, which it has been lying about for decades, that will be REAL progress. https://t.co/Tpp5ztoxiV"
concur,Santa_Fe_Shooting,"It seems like the media is refusing to put students from the Santa Fe, Texas shooting on TV unlike after the Parkland shooting 

Maybe it is because the students from rural Texas know more gun control is not the answer and gun free zones kill students 

🤔","I hate the leftist media and after decades of lying, I cannot WAIT to see these guys go down. https://t.co/QUKWk7b49M"
